IDpole	OccurDate	Payment	IDclaim	Guarantee
90182790.100a	37854	205	203166	Windscreen
90145312.100a	38204	1741	8196	Other
90144740.100a	38300	766	8841	TPL
90168958.100a	38206	897	206084	TPL
90148236.100c	37940	323	207180	Windscreen
90144745.100a	38052	722	1206697	Windscreen
90182610.100a	37861	267	204352	Windscreen
90158115.100a	37869	405	203912	TPL
90120964.100a	38131	712	1202585	TPL
90122248.101a	38139	915	1202454	TPL
90152202.100a	38272	868	13075	TPL
90153141.100a	37843	165	202697	Damage
90181299.100a	37947	606	207593	TPL
90139338.100a	37933	1455	206812	TPL
90139796.100b	37723	5103	10772	TPL
90167788.100a	38029	7859	1209976	TPL
90167695.100a	38174	1832	203316	Theft
90170313.100a	38039	167	1207759	Windscreen
90154524.100a	37762	266	12888	Windscreen
90132770.100a	37789	170	200526	Windscreen
20100120.10b	38100	143	1204395	Windscreen
90119189.101b	37814	582	201483	Windscreen
90145055.100a	37825	479	202802	Windscreen
90126040.100b	38288	1704	1201623	TPL
90146821.100a	37819	897	201865	TPL
90139486.100a	38042	310	1206858	TPL
90132557.100a	37704	54	10534	Windscreen
90133733.100b	38031	0	1207260	Damage
90181426.100b	37915	1122	206022	Damage
90127308.101a	37746	342	12160	Windscreen
90112238.101a	38114	397	1203580	Windscreen
90132966.100a	38210	450	1205124	Windscreen
90139459.100a	37853	427	203221	TPL
90124577.102b	37858	247	203927	Windscreen
90155899.100a	37763	567	12784	TPL
90144657.101c	37938	84	207535	TPL
90175965.101b	37844	233	202891	Windscreen
60200149.10b	37781	6129	201011	Damage
1002835.100a	38322	270	7699	Windscreen
90160358.100b	37926	897	206840	TPL
90186812.100b	37751	192	13246	Windscreen
90170908.100a	37784	9386	200393	TPL
90146048.100a	37653	897	8048	TPL
90113381.101a	38333	6362	201603	Damage
90145919.100b	37624	0	7025	Damage
90153282.100a	38284	0	12284	TPL
90133607.103a	37945	180	208132	Windscreen
90183171.101a	37679	431	9015	TPL
90104196.10b	37847	1755	202795	Damage
90176564.101a	37910	552	205984	TPL
90151604.100a	38211	897	207769	TPL
1000431.10a	38069	564	1206437	Windscreen
90185023.100b	37768	34	13034	TPL
90185389.100b	37776	2200	200059	TPL
90113339.101a	37663	10927	8497	TPL
90154104.100b	38236	290	206061	TPL
90146402.100a	37892	60	204999	Windscreen
90111464.10a	38096	1715	1205756	TPL
90178853.100a	37925	173	206395	TPL
90151326.100a	37646	42	7710	Damage
90144870.101a	37654	233	8326	Windscreen
288.101b	37682	588	9052	TPL
90154218.100a	37742	1083	11781	Damage
90105007.101a	37847	11	202977	TPL
90132548.100a	37871	238	204298	Windscreen
90156900.100a	37821	280	201933	Windscreen
20100120.10c	38035	7773	1207016	TPL
90114358.102c	37784	23604	200327	TPL
1009103.100a	37785	0	200732	Damage
1001339.100a	38331	0	1209556	TPL
30200196.10a	38047	322	1206545	Theft
1009204.100a	37716	897	10645	TPL
90166830.100a	37733	422	11306	Windscreen
90152249.100b	37819	264	202095	Windscreen
90105512.101a	37652	144	8338	Windscreen
90115954.102a	37671	1692	8581	TPL
90188269.100a	37761	561	12687	TPL
90145836.100a	37759	284	13658	Windscreen
90168111.100a	37683	897	9989	TPL
90148929.100b	38079	60	1206259	Windscreen
90168169.100a	37852	726	203088	Theft
90187922.100a	38049	142	1206684	TPL
90170583.100a	38329	438	201351	Windscreen
90126021.101a	37697	65	9791	TPL
90107155.101b	37641	0	7613	TPL
90159902.100a	38301	1141	8851	TPL
97931828.100a	38115	85	1203607	Windscreen
90121746.100a	38080	566	1204878	TPL
90134877.100a	37959	167	208118	TPL
90145153.100a	37978	113	209224	Windscreen
90166115.100a	37762	5324	13475	TPL
90152458.100b	37676	6328	8877	TPL
90131310.100a	37629	460	7145	Damage
90134331.100a	37664	62	8697	Windscreen
90148918.100b	38227	915	1209158	TPL
90167935.100a	37779	56	200479	TPL
90191320.100b	38262	851	7792	Damage
90167790.100a	38238	155	1206650	Windscreen
90109670.101a	38321	2458	1205601	TPL
90133601.100a	38189	567	1207001	Damage
40201170.10a	38296	89	203123	Windscreen
90194200.101a	38169	2303	201573	TPL
90133590.100a	38182	274	208227	Windscreen
90149129.100b	37870	281	204211	TPL
90152193.100a	38034	2680	1208257	Damage
90179986.100b	37821	155	201943	TPL
70201517.10a	37976	252	209634	Windscreen
90141532.100a	38044	915	1207044	TPL
90129252.100c	37854	876	203588	Damage
90133303.101a	38269	1551	9248	Theft
90133115.100a	38117	145	1203146	TPL
90144525.101b	37995	499	1210115	Windscreen
90109511.101a	37969	157	209332	Windscreen
90153072.100a	37772	215	13300	Windscreen
90152193.100a	37939	2627	208257	Damage
90151043.101a	38055	1531	1206014	Damage
90157646.100b	38284	3733	1205243	Damage
70200393.101a	37741	1121	13726	TPL
90105463.10a	37761	266	13254	Windscreen
90107373.101a	38102	314	1203994	Windscreen
90111161.101a	38151	915	1202230	TPL
90166429.100a	37782	897	200554	TPL
90176227.100a	38284	87	1208804	Fire
90156699.100b	37725	2207	11090	TPL
90179682.100a	37740	218	12436	Windscreen
90153144.100a	38303	327	1205563	TPL
90135214.100b	38214	24	207635	Other
90128709.101a	37812	66	201393	TPL
90181424.100a	38057	915	1206483	TPL
90108421.101a	38326	141	200341	Windscreen
90127335.100d	38322	1121	13724	TPL
90120980.101a	37692	348	9624	TPL
90153085.100a	38287	1664	13161	Other
1005230.100a	38205	401	204170	Windscreen
90127371.103a	38310	6024	206682	TPL
90152295.100a	38212	597	201141	Windscreen
90158978.100a	38251	136	200336	Windscreen
90156685.100a	37702	262	11428	Windscreen
20257571.100a	38115	521	1203908	Theft
90176366.100a	37859	89	203915	Windscreen
90128700.102a	38117	290	1203252	Windscreen
90109580.101a	37739	2355	11675	Theft
90139476.100a	38146	237	1202416	Windscreen
80100008.102a	38202	1701	206878	Damage
1003290.100b	37738	262	12433	Windscreen
90104450.102a	37651	229	8140	TPL
90171097.100b	38271	1789	8838	Theft
90144801.100b	38200	5765	204177	Damage
90194846.100a	38292	484	13489	Windscreen
90145749.100a	37662	252	8610	Windscreen
90180955.100a	37669	374	8674	Windscreen
90151941.100b	38160	131	1201611	Windscreen
90152170.100a	37733	380	11599	Windscreen
90155941.100b	37886	286	209314	Windscreen
90128354.101a	37801	897	201171	TPL
90131447.102a	37668	75	8526	Windscreen
1010973.100a	37960	123	208500	Windscreen
90156429.101b	38028	304	1207800	Windscreen
90110899.100a	37861	511	203430	Damage
90148139.101a	38288	370	208455	Windscreen
90134074.100a	38111	490	1203770	TPL
80100135.10b	37683	541	9981	TPL
90124768.101d	38285	1664	13652	Theft
90146053.100a	38233	80	201814	Windscreen
90103500.10a	38255	5984	12036	Theft
90113339.101a	37949	311	207519	Damage
90181147.100a	38184	1121	9212	TPL
90152552.100c	37804	897	201666	TPL
90162725.101d	37884	411	206045	Windscreen
90132267.100a	37974	1667	209084	TPL
90180931.100b	37642	391	7980	TPL
90108255.101b	38112	1664	1207154	TPL
90154484.100a	38273	3286	10834	Fire
90131746.104c	38055	102	1207199	Windscreen
90170484.100b	37623	0	6949	TPL
90132504.104a	37937	442	207400	Windscreen
90116760.101a	38296	447	1204752	Windscreen
90177820.101a	38309	212	8568	TPL
90144622.100a	37814	40	201643	Windscreen
90176391.100a	37744	414	12895	Windscreen
90146563.100a	37831	497	202116	TPL
90134147.100a	38331	0	13581	Damage
38.102a	37954	1046	207943	TPL
90111773.101b	38223	76	13694	TPL
90180058.101b	37651	4149	8098	Damage
90194468.100b	38039	144	1207491	Damage
90181191.100a	38081	170	1209302	Windscreen
50100047.101b	38007	5287	1208595	TPL
90167941.100a	38264	291	207707	Windscreen
90168920.100b	38125	208	1203061	Windscreen
90161623.101b	38170	106	208769	Windscreen
90150426.100b	37920	90	206311	Windscreen
90145055.100a	37745	0	12262	Damage
80100253.103a	38081	502	1205269	Windscreen
90181299.100a	38026	618	1207593	TPL
1002835.101a	38334	3734	1202484	Damage
90132271.100b	37831	897	202315	TPL
90103679.100a	37644	1664	7644	Theft
90128181.101b	38129	1231	1202948	TPL
90171953.100a	37748	475	12457	TPL
90163190.100a	38320	237	209465	Windscreen
90158014.100a	37655	179	8255	TPL
90148826.100a	37759	351	12500	Damage
90181930.101a	38033	894	1207190	Damage
90160032.100a	37829	-271	202764	Windscreen
90126044.103a	37781	132	200716	Windscreen
90104113.102a	38259	245	8549	TPL
90145107.101a	37760	555	12995	TPL
90182248.100a	37664	275	8844	Windscreen
90152162.100a	37969	331	209448	Windscreen
90106306.102a	37787	920	200510	TPL
70200830.101a	37766	298	13016	TPL
90135374.100b	37627	332	7360	Windscreen
90194836.100b	38114	115	1203984	Windscreen
90150428.100a	38085	624	1204931	TPL
90169053.100a	37936	219	207807	Windscreen
90181770.101a	37685	0	9258	Damage
90149362.100a	38116	894	1203462	Other
90104498.101a	38058	400	1205980	TPL
90124994.101b	37950	897	207711	TPL
90146256.100a	37815	461	201571	TPL
90156547.100b	37951	433	208356	Windscreen
90154039.100d	37725	765	12564	Windscreen
90134529.102a	37929	897	206667	TPL
90134529.102a	38067	449	1205612	Theft
90149604.100b	37860	701	203698	TPL
90187961.100d	37659	45	8366	TPL
90171938.100a	38081	18947	1205082	TPL
90139493.100a	37794	0	201128	TPL
90183194.100a	38067	143	1205364	TPL
90166072.100b	37697	525	9717	Other
70100084.100a	37622	104	7201	Windscreen
90105871.10c	38316	1194	202285	TPL
90154029.100a	38102	1336	1204083	TPL
80201168.101a	38215	3674	11955	Other
90117751.100b	38156	78	1201715	Other
90132156.100b	38063	168	1206013	Windscreen
90113345.101a	38107	410	1204576	Windscreen
90135334.100a	38349	380	208800	Windscreen
90157004.100a	37623	1185	6986	TPL
90103606.10a	38116	91	1203930	Windscreen
90110896.101a	37845	750	202743	TPL
90134251.100a	37942	1681	207322	TPL
1002160.100b	37823	1425	201815	Damage
90138203.100a	38329	187	11265	Windscreen
90163162.100a	38227	825	9224	TPL
80201131.101a	37984	1947	209450	TPL
90145978.100a	37775	1598	200051	TPL
20100162.10c	37631	712	7347	TPL
90188853.101a	37930	336	207672	TPL
90114134.101a	37933	391	208212	Windscreen
90131345.100b	37742	496	12635	Windscreen
90172778.100b	37836	3418	202279	TPL
90155668.102a	37983	121	209536	Windscreen
90146521.100a	38261	1034	1202944	TPL
90189813.100a	38216	95	9553	Windscreen
90116759.101b	38011	449	1208387	TPL
90148557.101a	37649	897	11549	TPL
90149351.101b	38103	53	1204181	TPL
576.10a	37707	228	10329	Windscreen
90160912.100b	37711	816	11031	Windscreen
90132898.100c	38033	250	1207634	Windscreen
90134410.100a	37776	897	200144	TPL
90132473.100a	37922	2242	206351	TPL
90167673.100a	38198	276	8157	TPL
90152252.100a	38100	231	1204108	Windscreen
90157444.100a	38304	1021	201042	Theft
90130859.100a	37887	0	205165	Windscreen
90133557.100a	38323	102	200812	TPL
90180522.100a	38235	13673	208183	Theft
90168961.100a	38034	915	1208119	TPL
90154298.100b	38018	257	1208526	Windscreen
1003063.100a	37996	447	1209043	Windscreen
90132560.100a	37802	230	202546	Windscreen
90154372.100a	37623	167	6987	TPL
90174083.100d	37808	233	202136	Fire
90154320.100c	38225	110	1207219	Windscreen
90104482.101a	38317	5173	12538	TPL
90101833.10a	37738	400	11699	Theft
90169847.100a	38127	129	1202952	Windscreen
90172396.100a	37956	482	208851	Windscreen
90121259.101a	37769	411	13205	TPL
90148842.100a	38198	174	1203859	Windscreen
90158095.101a	37831	556	202665	TPL
90193839.100a	38219	981	205956	TPL
90174445.100a	38229	820	203720	Damage
90174235.100a	37656	78	8396	Windscreen
90154276.100b	38294	897	203396	TPL
90177943.100a	38038	524	1206896	TPL
90154317.100c	38243	0	1205991	Windscreen
90127080.101a	38322	217	8654	Windscreen
90128955.101a	38332	83	1206824	Fire
90149271.100a	38064	344	1206679	Windscreen
90170450.100a	37704	2515	10110	TPL
90100938.10a	37647	374	7967	TPL
90150001.100b	37787	320	200405	TPL
90111141.101b	37733	411	12098	TPL
90132199.100a	37786	596	200402	TPL
90103984.100a	38011	91	1209502	Windscreen
90161077.100b	37927	897	206700	TPL
90133830.100b	37853	279	203165	TPL
90152182.101a	37772	6104	13373	TPL
90103989.101a	38235	1313	208086	Other
90185828.101a	37823	236	201766	TPL
90154137.101a	37829	897	202056	TPL
90128702.100a	37812	3453	202265	TPL
90100049.101c	37932	2627	206733	Damage
70100206.101a	37709	1213	10256	Theft
90151853.100b	38301	324	202335	Windscreen
90170861.100c	37705	1554	10295	TPL
1007617.100a	38072	370	1205990	Windscreen
90183760.100a	37952	0	208432	TPL
50200670.101a	37710	97	12230	Damage
90182935.100a	38240	130	202258	Windscreen
90110150.101b	37934	408	207408	Windscreen
90182408.100a	37733	525	11274	Other
90146161.100a	37623	229	7362	Windscreen
90121951.101a	37937	261	208448	Windscreen
40100375.101c	37680	211	9559	Windscreen
90135360.100b	37844	571	202746	Windscreen
90141055.100a	38071	609	1205389	TPL
90134847.100a	38235	894	1208793	Fire
90194883.100a	37868	105	204243	Windscreen
90127171.100a	38182	109	8439	Windscreen
90128256.101b	37652	897	7928	TPL
90110685.106b	37807	109	201731	Theft
90171958.100a	37787	198	200756	Windscreen
90104878.101a	37870	2097	203723	TPL
90159568.100a	38261	388	201813	Windscreen
90146621.100c	37958	154	208032	TPL
90106201.100a	37842	544	202742	Windscreen
90156429.101b	37945	298	207800	Windscreen
90103932.101b	38013	3773	1208795	TPL
1003803.102a	37776	20418	200106	Theft
90108861.101a	38281	379	12301	TPL
90134929.102a	37841	253	203016	Windscreen
90147388.100b	38025	2239	1207860	TPL
90132710.100d	37856	339	203836	Windscreen
90128752.100a	38257	159	208353	Windscreen
90148168.100a	37724	88	12831	Windscreen
90149228.100a	37680	897	9266	TPL
90157352.103a	38317	54	1206419	Other
90111280.100a	37691	2672	9449	TPL
90106270.10b	38332	54	1206419	Other
90194000.100a	38265	184	11126	Windscreen
90133005.100a	38144	146	1202167	TPL
70200358.100a	37740	669	11711	TPL
90170317.100a	37760	1495	12919	TPL
90151608.100a	37884	291	204786	Windscreen
90166104.100a	37865	505	203562	TPL
90160528.100a	38171	19	1204173	Theft
90113745.101a	37949	679	208198	TPL
90158833.100b	38163	72	1201435	TPL
90141297.100a	37700	251	9934	TPL
90183909.100a	38167	260	1201725	TPL
90111400.101b	38268	118	205603	Windscreen
90163174.100a	38234	480	200215	TPL
90148804.100a	38332	701	203838	TPL
90128565.102b	38312	1402	205642	Damage
90133778.101a	37760	162	12732	Windscreen
90168287.100c	38059	360	1206569	Windscreen
90140077.101a	37744	134	11936	TPL
90153790.100a	38264	5201	1204438	TPL
90156667.100c	38084	2047	1204731	TPL
90178989.100a	37972	292	208822	Windscreen
90154181.100b	37807	7379	201304	TPL
1010832.100a	37870	392	204705	TPL
90156365.101a	38332	119	206753	TPL
90108349.10a	38265	301	206237	TPL
90124456.101a	38066	355	1205859	Windscreen
90154324.101b	38320	897	11526	TPL
90153259.100a	37647	1664	8005	Theft
90176194.101a	38285	1039	208085	TPL
90149072.101b	38054	299	1206273	Windscreen
90172696.100b	37715	0	13737	TPL
90138522.100a	37738	0	11856	TPL
90155150.100b	37815	107	201554	Windscreen
90154472.101a	38088	741	1204967	Windscreen
90153425.100a	37740	176	11700	TPL
20100324.100a	37929	624	207144	Windscreen
90154207.100a	38134	99	1202522	TPL
90139191.100a	38240	561	11693	TPL
1003287.100a	38338	0	8175	Fire
90146056.100a	38284	2858	1208986	TPL
90104837.100b	38203	288	8271	Other
90112139.101a	38297	0	1204292	Windscreen
90139185.100a	38294	601	10145	TPL
90177911.100a	37802	264	201522	Windscreen
90108760.10b	37723	3026	10674	TPL
90150402.100a	37641	533	7538	Windscreen
1002158.101a	37974	195	209064	TPL
81122234.100a	38116	22	1203452	Theft
90181806.100a	37950	225	207987	TPL
90146052.100b	38261	426	205830	Damage
90145239.100a	38231	299	202868	Windscreen
90132510.100a	38279	1787	1206601	Damage
90127096.102a	38206	761	204059	Damage
90139493.100b	37913	423	205767	TPL
1006822.100b	37957	897	208031	TPL
90154401.100b	38092	915	1204624	TPL
90133668.102a	38242	2998	205622	Damage
90113339.101a	38024	317	1207519	Damage
11319799.100a	38115	220	1204353	Windscreen
90154410.100b	38304	1939	1205231	Damage
90173758.100b	38316	2109	1201317	Damage
90187963.100c	38001	91	1208953	Windscreen
80200227.101a	38344	1656	1206535	Damage
90118451.101a	38266	915	1206458	TPL
90126140.101a	38086	449	1205318	Theft
90124757.101b	38175	834	1202973	TPL
90124461.101b	38210	252	12167	Windscreen
90146679.100c	37848	346	202993	TPL
90194771.100a	37657	203	8609	Windscreen
90116849.102b	38009	230	1208596	TPL
90148176.100a	38146	219	1202213	TPL
90152301.101a	38334	1481	201827	Fire
90154357.101a	38042	189	1206859	Windscreen
90125476.101a	38096	293	1204881	Windscreen
90149973.100a	37737	23	11770	TPL
1002205.100a	37701	1551	9988	Damage
90106295.10c	38268	897	209234	TPL
90187391.100b	38159	459	1201992	Windscreen
90190816.101a	38261	0	1205835	Damage
90190013.102a	37809	1863	201296	TPL
90122250.101b	38050	382	1206399	TPL
80100007.10a	37932	229	206638	TPL
90160971.100a	38229	1040	11586	Theft
90192907.100a	38201	267	1209213	Windscreen
90189079.100b	38144	249	1202283	Other
90180676.100b	37802	377	201363	Windscreen
202.10a	38348	583	1202531	TPL
90111512.101a	37750	235	12223	TPL
90180824.100a	37737	736	12647	Theft
90180710.100b	37780	409	200135	TPL
90167279.100a	37870	2286	204231	TPL
90128961.101a	37643	1548	7692	Damage
90167730.100a	37676	1401	9029	TPL
80200510.101a	38294	800	205494	Windscreen
90112478.102a	38223	214	1203583	Windscreen
70205516.100a	37643	461	8702	Windscreen
90178407.100b	37975	85	208997	TPL
90151799.100a	38117	328	1203645	Windscreen
90132302.100a	38037	614	1207105	TPL
90115861.101b	37821	282	202813	Windscreen
90132345.101a	38048	177	1206533	TPL
90126123.102a	38130	88	1203367	Windscreen
90176366.100a	38115	91	1203915	Windscreen
90133969.100a	38065	1779	1205443	TPL
90140567.100a	38311	2502	1203224	Theft
90182885.101a	38198	320	204297	Windscreen
90146938.100b	37745	1121	12323	TPL
90179591.100b	38343	165	1204473	Windscreen
90153782.100a	37920	0	206200	Damage
90108492.100a	38191	511	8334	Windscreen
90191998.100a	37833	323	202435	TPL
90144409.100a	37814	897	201577	TPL
90132990.101b	38286	1191	13327	TPL
1002065.100a	37760	177	13239	Windscreen
80100244.10a	38030	319	1208008	Windscreen
90172232.100b	37952	1796	207990	TPL
90164518.100b	38155	89	1202799	Windscreen
90172937.100a	37909	195	205737	TPL
90194083.100a	37633	443	8052	Windscreen
90145978.100a	38350	169	1201904	Windscreen
90124862.102b	38051	82	1206735	Windscreen
90109524.101a	37659	240	8846	Windscreen
90179575.100a	38122	561	1203262	TPL
90127085.100a	38116	671	1203453	TPL
90166262.100a	38247	5670	12235	Theft
90103431.10a	38127	406	1202831	TPL
90104129.103a	37644	157	8230	Windscreen
90132865.102a	38223	122	1205348	Windscreen
90187381.101a	37779	5706	200082	Damage
90153312.101a	38329	5824	7262	Theft
90145234.100a	37922	310	206364	TPL
90128995.101a	37702	295	10421	Windscreen
90162994.100b	38345	1004	200619	Damage
90193771.100a	38110	2858	1207048	TPL
50100274.101a	38246	442	1206002	TPL
90149076.100a	38058	272	1206493	Windscreen
90146704.101a	37829	88	202156	Other
90192841.100b	37762	287	12940	Windscreen
90163131.100a	37777	989	200289	Damage
60200030.10b	37832	530	202248	Other
90149441.101b	37865	1454	203522	TPL
1007391.100c	38195	8756	204653	Other
38793480.100a	38115	71	1203728	Theft
90116466.101a	37776	12	200048	TPL
90158173.100c	38057	508	1205952	Damage
1009103.100a	37797	280	200717	Damage
90159774.100a	37822	1579	201841	TPL
90125996.100a	37889	2314	204748	TPL
90109134.100a	37649	1403	8152	Other
90160021.100a	37760	1121	13757	TPL
90159961.101a	38337	1794	205973	TPL
90182157.102a	37707	1121	10258	TPL
90178978.100c	38015	442	1208213	Windscreen
90163211.101a	37791	99	200860	TPL
90179308.101a	38286	1317	7158	Damage
